id,title,description,link,price,sale_price,brand,gtin,condition,image_link,mpn,product_type,quantity,shipping,tax,shipping_weight,availability,google_product_category,custom_label_0
113607,CBS350-16P-2G-NA - Cisco 350 CBS350-16P-2G Ethernet Switch 18 Ports Manageable 2 Layer Supported Modular 2 SFP Slots 25.01 W Power Consumpti,CBS350-16P-2G-NA - Cisco 350 CBS350-16P-2G Ethernet Switch 18 Ports Manageable 2 Layer Supported Modular 2 SFP Slots 25.01 W Power Consumpti,https://refurbtechltd.co.uk/cbs350-16p-2g-na-cisco-350-cbs350-16p-2g-ethernet-switch-18-ports-manageable-2-layer-supported-modular-2-sfp-slots-25-01-w-power-consumpti/,1248 USD,624 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/q/718/CBS350-16P-2G-NA__87506.jpg,CBS350-16P-2G-NA,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,601-700
117848,IE-1000-4T1T-LM - Cisco 5Ports 10/100 Manageable Layer2 Rail-Mountable 1x Fast Ethernet Uplink Port Twisted Pair Industrial Ethernet Switche,IE-1000-4T1T-LM - Cisco 5Ports 10/100 Manageable Layer2 Rail-Mountable 1x Fast Ethernet Uplink Port Twisted Pair Industrial Ethernet Switche,https://refurbtechltd.co.uk/ie-1000-4t1t-lm-cisco-5ports-10-100-manageable-layer2-rail-mountable-1x-fast-ethernet-uplink-port-twisted-pair-industrial-ethernet-switche/,1120 USD,560 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/b/444/IE-1000-4T1T-LM__16019.jpg,IE-1000-4T1T-LM,Network Switches,9999,,,2 lb,in stock,Electronics > Networking > Hubs & Switches,501-600
112380,C1000-16P-2G-L - Cisco Catalyst 1000 16 Port x 10/100/1000Mb/s + 1000Mb/s Uplinks Ethernet Net Switch,C1000-16P-2G-L - Cisco Catalyst 1000 16 Port x 10/100/1000Mb/s + 1000Mb/s Uplinks Ethernet Net Switch,https://refurbtechltd.co.uk/c1000-16p-2g-l-cisco-catalyst-1000-16-port-x-10-100-1000mb-s-1000mb-s-uplinks-ethernet-net-switch/,1110 USD,555 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/t/518/C1000-16P-2G-L__80185.jpg,C1000-16P-2G-L,Network Switches,9999,,,3 lb,in stock,Electronics > Networking > Hubs & Switches,501-600
113014,C9300L-48T-4X-A - Cisco Catalyst 9300L-48T-4X-A Switch 48 Ports Manageable 3 Layer Supported Modular Twisted Pair Optical,C9300L-48T-4X-A - Cisco Catalyst 9300L-48T-4X-A Switch 48 Ports Manageable 3 Layer Supported Modular Twisted Pair Optical,https://refurbtechltd.co.uk/c9300l-48t-4x-a-cisco-catalyst-9300l-48t-4x-a-switch-48-ports-manageable-3-layer-supported-modular-twisted-pair-optical/,11078 USD,5539 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/v/657/C9300L-48T-4X-A__57807.jpg,C9300L-48T-4X-A,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
117859,IE-3400-8T2S-A - Cisco Catalyst Ie3400 Switch With 8 Ge Copper And 2 Ge SFP Modular Na,IE-3400-8T2S-A - Cisco Catalyst Ie3400 Switch With 8 Ge Copper And 2 Ge SFP Modular Na,https://refurbtechltd.co.uk/ie-3400-8t2s-a-cisco-catalyst-ie3400-switch-with-8-ge-copper-and-2-ge-sfp-modular-na/,11078 USD,5539 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/a/059/IE-3400-8T2S-A__85092.jpg,IE-3400-8T2S-A,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
124213,MS355-24X2-HW - Cisco Network Switch,MS355-24X2-HW - Cisco Network Switch,https://refurbtechltd.co.uk/ms355-24x2-hw-cisco-network-switch/,11078 USD,5539 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/j/918/MS355-24X2-HW__45502.jpg,MS355-24X2-HW,Network Switches,9999,,,9 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
112382,C1000-16T-2G-L - Cisco Catalyst 1000 16 Port 2x 1G SFP Uplinks Net Switch,C1000-16T-2G-L - Cisco Catalyst 1000 16 Port 2x 1G SFP Uplinks Net Switch,https://refurbtechltd.co.uk/c1000-16t-2g-l-cisco-catalyst-1000-16-port-2x-1g-sfp-uplinks-net-switch/,1078 USD,539 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/c/362/C1000-16T-2G-L__02959.jpg,C1000-16T-2G-L,Network Switches,9999,,,15 lb,in stock,Electronics > Networking > Hubs & Switches,501-600
113613,CBS350-24T-4G-NA - Cisco 350 CBS350-24T-4G Ethernet Switch 28 Ports Manageable 2 Layer Supported Modular 4 SFP Slots 25.63 W Power Consumpti,CBS350-24T-4G-NA - Cisco 350 CBS350-24T-4G Ethernet Switch 28 Ports Manageable 2 Layer Supported Modular 4 SFP Slots 25.63 W Power Consumpti,https://refurbtechltd.co.uk/cbs350-24t-4g-na-cisco-350-cbs350-24t-4g-ethernet-switch-28-ports-manageable-2-layer-supported-modular-4-sfp-slots-25-63-w-power-consumpti/,1078 USD,539 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/t/448/CBS350-24T-4G-NA__30368.jpg,CBS350-24T-4G-NA,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,501-600
112967,C9200L-48P-4G-A - Cisco Catalyst 9200 Net Switch,C9200L-48P-4G-A - Cisco Catalyst 9200 Net Switch,https://refurbtechltd.co.uk/c9200l-48p-4g-a-cisco-catalyst-9200-net-switch/,10478 USD,5239 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/f/360/C9200L-48P-4G-A__83239.jpg,C9200L-48P-4G-A,Network Switches,9999,,,15 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
113612,CBS350-24T-4G - Cisco Business 350 24-Ports 10/100/1000 + 4 x SFP Layer 2 Managed Rack-Mountable Network Switch,CBS350-24T-4G - Cisco Business 350 24-Ports 10/100/1000 + 4 x SFP Layer 2 Managed Rack-Mountable Network Switch,https://refurbtechltd.co.uk/cbs350-24t-4g-cisco-business-350-24-ports-10-100-1000-4-x-sfp-layer-2-managed-rack-mountable-network-switch/,1038 USD,519 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/q/004/CBS350-24T-4G__11952.jpg,CBS350-24T-4G,Network Switches,9999,,,10 lb,in stock,Electronics > Networking > Hubs & Switches,501-600
112395,C1000-8FP-2G-L - Cisco Catalyst 1000 8 Port x 1000Base-T RJ-45 PoE+ Managed Rack Mountable Net Switch,C1000-8FP-2G-L - Cisco Catalyst 1000 8 Port x 1000Base-T RJ-45 PoE+ Managed Rack Mountable Net Switch,https://refurbtechltd.co.uk/c1000-8fp-2g-l-cisco-catalyst-1000-8-port-x-1000base-t-rj-45-poe-managed-rack-mountable-net-switch/,1036 USD,518 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/j/270/C1000-8FP-2G-L__89551.jpg,C1000-8FP-2G-L,Network Switches,9999,,,5 lb,in stock,Electronics > Networking > Hubs & Switches,501-600
113606,CBS350-16P-2G - Cisco Business 350 16-Ports 16 x 10/100/1000 + 2 x Gigabit SFP PoE+ Layer 3 Managed Rack-Mountable Network Switch,CBS350-16P-2G - Cisco Business 350 16-Ports 16 x 10/100/1000 + 2 x Gigabit SFP PoE+ Layer 3 Managed Rack-Mountable Network Switch,https://refurbtechltd.co.uk/cbs350-16p-2g-cisco-business-350-16-ports-16-x-10-100-1000-2-x-gigabit-sfp-poe-layer-3-managed-rack-mountable-network-switch/,1020 USD,510 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/x/265/CBS350-16P-2G__85445.jpg,CBS350-16P-2G,Network Switches,9999,,,10 lb,in stock,Electronics > Networking > Hubs & Switches,501-600
92364,IE-4000-4GS8GP4G-E - Cisco 16 Port 10/100/1000 Managed Gigabit Ethernet Net Switch,IE-4000-4GS8GP4G-E - Cisco 16 Port 10/100/1000 Managed Gigabit Ethernet Net Switch,https://refurbtechltd.co.uk/ie-4000-4gs8gp4g-e-cisco-16-port-10-100-1000-managed-gigabit-ethernet-net-switch/,10078 USD,5039 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/o/217/IE-4000-4GS8GP4G-E__74060.jpg,IE-4000-4GS8GP4G-E,Network Switches,9999,,,15 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
92371,IE-5000-16S12P - Cisco IE-5000 12 Port 12 x 10/100/1000Base-T PoE+ + 4 x Gigabit Ethernet 1U Rack Mountable Layer3 Switch,IE-5000-16S12P - Cisco IE-5000 12 Port 12 x 10/100/1000Base-T PoE+ + 4 x Gigabit Ethernet 1U Rack Mountable Layer3 Switch,https://refurbtechltd.co.uk/ie-5000-16s12p-cisco-ie-5000-12-port-12-x-10-100-1000base-t-poe-4-x-gigabit-ethernet-1u-rack-mountable-layer3-switch/,10078 USD,5039 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/t/474/IE-5000-16S12P__48608.jpg,IE-5000-16S12P,Network Switches,9999,,,5 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
113594,CBS250-24PP-4G-NA - Cisco 250 CBS250-24PP-4G Ethernet Switch 24 Ports Manageable 2 Layer Supported Modular 4 SFP Slots 100 W PoE Budget Op,CBS250-24PP-4G-NA - Cisco 250 CBS250-24PP-4G Ethernet Switch 24 Ports Manageable 2 Layer Supported Modular 4 SFP Slots 100 W PoE Budget Op,https://refurbtechltd.co.uk/cbs250-24pp-4g-na-cisco-250-cbs250-24pp-4g-ethernet-switch-24-ports-manageable-2-layer-supported-modular-4-sfp-slots-100-w-poe-budget-op/,1002 USD,501 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/y/962/CBS250-24PP-4G-NA__43329.jpg,CBS250-24PP-4G-NA,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,401-500
103967,CBS350-24P-4G - Cisco 24-Ports 1GbE RJ-45 and 4-Ports 1GbE SFP Managed Rack Mountable Network Switch,CBS350-24P-4G - Cisco 24-Ports 1GbE RJ-45 and 4-Ports 1GbE SFP Managed Rack Mountable Network Switch,https://refurbtechltd.co.uk/cbs350-24p-4g-cisco-24-ports-1gbe-rj-45-and-4-ports-1gbe-sfp-managed-rack-mountable-network-switch/,982 USD,491 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/x/087/CBS350-24P-4G__59052.jpg,CBS350-24P-4G,Network Switches,9999,,,11 lb,in stock,Electronics > Networking > Hubs & Switches,401-500
112381,C1000-16P-E-2G-L - Cisco Catalyst 1000-16P 16 Port Managed Rack Mountable Net Switch,C1000-16P-E-2G-L - Cisco Catalyst 1000-16P 16 Port Managed Rack Mountable Net Switch,https://refurbtechltd.co.uk/c1000-16p-e-2g-l-cisco-catalyst-1000-16p-16-port-managed-rack-mountable-net-switch/,964 USD,482 USD,Cisco,,New,http://refurbtechltd.co.uk/product_images/s/962/C1000-16P-E-2G-L__78019.jpg,C1000-16P-E-2G-L,Network Switches,9999,,,15 lb,in stock,Electronics > Networking > Hubs & Switches,401-500
